quantity,product_code,choice_code,product_name,order_id
1,10000058,"1つ目:C01.エゾ鹿スライス(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C10.鶏ささみスライス（10g）
4つ目:C22.ほっけカットジャーキー(15g）
★メール便のため同梱不可です:了承済",ちび袋チョイス４◆北海道産 犬 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り エゾ鹿　鮭 ささみ 硬い 鹿肉 キャット ドッグフード ペット 猫 詰め合わせ プチ ギフト,600
1,10000009,,鮭白子スライス 30g◆北海道産 犬 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り 鮭 白子 ジャーキー 　涙やけ,601
1,10000009,,鮭白子スライス 30g◆北海道産 犬 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り 鮭 白子 ジャーキー 　涙やけ,601
1,10000009,,鮭白子スライス 30g◆北海道産 犬 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り 鮭 白子 ジャーキー 　涙やけ,601
1,10000450,,sizuka 濃縮クマザサエキス 10ml◆犬猫のおやつ シズカ 北海道産 国産 熊笹 隈笹 腸内環境 口臭 体臭 口内炎 皮膚 被毛 ストレス パッド ケア 免疫  サプリ ペット 犬 猫 好き 乾燥 肌 荒れ 角化症 アトピー 天然 オーガニック ギフト プレゼント,601
1,10000450,,sizuka 濃縮クマザサエキス 10ml◆犬猫のおやつ シズカ 北海道産 国産 熊笹 隈笹 腸内環境 口臭 体臭 口内炎 皮膚 被毛 ストレス パッド ケア 免疫  サプリ ペット 犬 猫 好き 乾燥 肌 荒れ 角化症 アトピー 天然 オーガニック ギフト プレゼント,601
1,10000450,,sizuka 濃縮クマザサエキス 10ml◆犬猫のおやつ シズカ 北海道産 国産 熊笹 隈笹 腸内環境 口臭 体臭 口内炎 皮膚 被毛 ストレス パッド ケア 免疫  サプリ ペット 犬 猫 好き 乾燥 肌 荒れ 角化症 アトピー 天然 オーガニック ギフト プレゼント,601
1,10000059,"◆１:R08 ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちら◇からお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,602
1,10000059,"◆１:R08 ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちら◇からお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,602
1,10000059,"◆１:R08 ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちら◇からお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,602
1,10000301,"★1つ目:N03サーモンチップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N04サーモンフレーク20g
★4つ目※クマザサふりかけはこちら:N04.サーモンフレーク 20g
☆メール便のため同梱不可です:了承済み",にゃんにゃんチョイス4◆北海道産 猫 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ キャットフード ペット 好き 手作り エゾ鹿 鮭 ふりかけ ささみ クマザサ 熊 笹 ねこ　犬 ギフト 詰め合わせ まとめ買い シニア プレゼント  お歳暮 クリスマス,603
1,10000301,"★1つ目:N03サーモンチップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N04サーモンフレーク20g
★4つ目※クマザサふりかけはこちら:N04.サーモンフレーク 20g
☆メール便のため同梱不可です:了承済み",にゃんにゃんチョイス4◆北海道産 猫 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ キャットフード ペット 好き 手作り エゾ鹿 鮭 ふりかけ ささみ クマザサ 熊 笹 ねこ　犬 ギフト 詰め合わせ まとめ買い シニア プレゼント  お歳暮 クリスマス,603
1,10000301,"★1つ目:N03サーモンチップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N04サーモンフレーク20g
★4つ目※クマザサふりかけはこちら:N04.サーモンフレーク 20g
☆メール便のため同梱不可です:了承済み",にゃんにゃんチョイス4◆北海道産 猫 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ キャットフード ペット 好き 手作り エゾ鹿 鮭 ふりかけ ささみ クマザサ 熊 笹 ねこ　犬 ギフト 詰め合わせ まとめ買い シニア プレゼント  お歳暮 クリスマス,603
2,10000170,,牛タン皮スライスジャーキー80g◆犬 おやつ 無添加 犬猫のおやつシズカ sizuka 手作り ビーフ 牛 ジャーキー 牛たん 牛舌 皮,1610
1,10000059,"◆１:R20 牛タン皮チップ30g
◆２:R03 ころころエゾ鹿ミンチ30g
◆３:R17 ひとくち牛タン皮30g
◆４（※レトルトはこちら◇からお選びください）:R20 牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,604
1,10000059,"◆１:R20 牛タン皮チップ30g
◆２:R03 ころころエゾ鹿ミンチ30g
◆３:R17 ひとくち牛タン皮30g
◆４（※レトルトはこちら◇からお選びください）:R20 牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,604
1,10000059,"◆１:R20 牛タン皮チップ30g
◆２:R03 ころころエゾ鹿ミンチ30g
◆３:R17 ひとくち牛タン皮30g
◆４（※レトルトはこちら◇からお選びください）:R20 牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,604
15,10000034,,サーモンチップ 10g（犬猫用）◆北海道産 犬 猫 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ キャットフード ペット 好き 手作り 鮭 サーモン ジャーキー シニア,605
15,10000034,,サーモンチップ 10g（犬猫用）◆北海道産 犬 猫 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ キャットフード ペット 好き 手作り 鮭 サーモン ジャーキー シニア,605
15,10000034,,サーモンチップ 10g（犬猫用）◆北海道産 犬 猫 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ キャットフード ペット 好き 手作り 鮭 サーモン ジャーキー シニア,605
5,10000006,,ひとくちサーモン 30g◆北海道産 犬 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り 鮭 ジャーキー 鮭 ノーズワーク 知育玩具,606
5,10000006,,ひとくちサーモン 30g◆北海道産 犬 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り 鮭 ジャーキー 鮭 ノーズワーク 知育玩具,606
5,10000006,,ひとくちサーモン 30g◆北海道産 犬 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り 鮭 ジャーキー 鮭 ノーズワーク 知育玩具,606
1,B08N5WRWNW,,Echo Dot (4th Gen),3484
1,10000365,★メール便のため同梱不可です:了承済み,サスティナブルパック150g　エゾ鹿スライス◆犬 猫 ギフト アウトレット 訳アリ　訳あり 無添加 国産 手作り 北海道産 エゾ鹿 ジャーキー プレゼント サステナブル エシカル 消費 まとめ買い  大型犬 中型犬,606
1,10000365,★メール便のため同梱不可です:了承済み,サスティナブルパック150g　エゾ鹿スライス◆犬 猫 ギフト アウトレット 訳アリ　訳あり 無添加 国産 手作り 北海道産 エゾ鹿 ジャーキー プレゼント サステナブル エシカル 消費 まとめ買い  大型犬 中型犬,606
1,10000365,★メール便のため同梱不可です:了承済み,サスティナブルパック150g　エゾ鹿スライス◆犬 猫 ギフト アウトレット 訳アリ　訳あり 無添加 国産 手作り 北海道産 エゾ鹿 ジャーキー プレゼント サステナブル エシカル 消費 まとめ買い  大型犬 中型犬,606
1,10000218,"1つ目:R01 エゾ鹿ステーキ100g
2つ目:R02 エゾ鹿バーグ100g
3つ目:R08 馬うまバーグ100g
4つ目:R08 馬うまバーグ100g
5つ目:R02 エゾ鹿バーグ100g
★メール便のため同梱不可です:了承済",レトルト 5◆犬 猫 ドッグフード おやつ 無添加 国産 ペット 好き エゾ鹿 レバー　鹿肉 ささみ 鶏 鮭 サーモン 白子 猫 キャットフード グルテンフリー ウェットフード 犬手作りご飯 ギフト 高齢犬 アレルギー,607
1,10000218,"1つ目:R01 エゾ鹿ステーキ100g
2つ目:R02 エゾ鹿バーグ100g
3つ目:R08 馬うまバーグ100g
4つ目:R08 馬うまバーグ100g
5つ目:R02 エゾ鹿バーグ100g
★メール便のため同梱不可です:了承済",レトルト 5◆犬 猫 ドッグフード おやつ 無添加 国産 ペット 好き エゾ鹿 レバー　鹿肉 ささみ 鶏 鮭 サーモン 白子 猫 キャットフード グルテンフリー ウェットフード 犬手作りご飯 ギフト 高齢犬 アレルギー,607
1,10000218,"1つ目:R01 エゾ鹿ステーキ100g
2つ目:R02 エゾ鹿バーグ100g
3つ目:R08 馬うまバーグ100g
4つ目:R08 馬うまバーグ100g
5つ目:R02 エゾ鹿バーグ100g
★メール便のため同梱不可です:了承済",レトルト 5◆犬 猫 ドッグフード おやつ 無添加 国産 ペット 好き エゾ鹿 レバー　鹿肉 ささみ 鶏 鮭 サーモン 白子 猫 キャットフード グルテンフリー ウェットフード 犬手作りご飯 ギフト 高齢犬 アレルギー,607
1,10000059,"◆１:R01 エゾ鹿スライス30g
◆２:R06 スライスサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちら◇からお選びください）:R10 鮭白子スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,608
1,10000059,"◆１:R01 エゾ鹿スライス30g
◆２:R06 スライスサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちら◇からお選びください）:R10 鮭白子スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,608
1,B08MQZXN1X,,Fire TV Stick 4K Max,3485
1,10000059,"◆１:R01 エゾ鹿スライス30g
◆２:R06 スライスサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちら◇からお選びください）:R10 鮭白子スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,608
1,10000042,,クマザサ鹿ふりかけ30g（犬猫用）◆北海道産 犬 猫 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り 鹿肉 クマザサ 熊笹 隈笹 クマ笹 ジャーキー ふりかけ 低カロリー 腸活,609
1,10000042,,クマザサ鹿ふりかけ30g（犬猫用）◆北海道産 犬 猫 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り 鹿肉 クマザサ 熊笹 隈笹 クマ笹 ジャーキー ふりかけ 低カロリー 腸活,609
1,10000042,,クマザサ鹿ふりかけ30g（犬猫用）◆北海道産 犬 猫 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り 鹿肉 クマザサ 熊笹 隈笹 クマ笹 ジャーキー ふりかけ 低カロリー 腸活,609
1,10000434,,クマザサ鶏ふりかけ30g（犬猫用）◆北海道産 犬 猫 おやつ 無添加 国産 ドッグフード ペット 好き 手作り 鶏 チキン 鶏肉 胸肉 ささみ クマザサ 熊笹 隈笹 クマ笹 ジャーキー ふりかけ 新陳代謝 免疫力 腸活 アンチ エイジング,609
1,10000434,,クマザサ鶏ふりかけ30g（犬猫用）◆北海道産 犬 猫 おやつ 無添加 国産 ドッグフード ペット 好き 手作り 鶏 チキン 鶏肉 胸肉 ささみ クマザサ 熊笹 隈笹 クマ笹 ジャーキー ふりかけ 新陳代謝 免疫力 腸活 アンチ エイジング,609
1,10000434,,クマザサ鶏ふりかけ30g（犬猫用）◆北海道産 犬 猫 おやつ 無添加 国産 ドッグフード ペット 好き 手作り 鶏 チキン 鶏肉 胸肉 ささみ クマザサ 熊笹 隈笹 クマ笹 ジャーキー ふりかけ 新陳代謝 免疫力 腸活 アンチ エイジング,609
1,10000172,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:W30.ふわふわスモークサーモン15g",セレクトワン◆北海道産 犬 おやつ 無添加 国産 ドッグフード ペット 好き 手作り エゾ 鹿 肉 鮭 サーモン ささみ アキレス カンガルー 馬 ギフト 骨 ガム サプリ 歯磨き ジャーキー,610
1,10000172,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:W30.ふわふわスモークサーモン15g",セレクトワン◆北海道産 犬 おやつ 無添加 国産 ドッグフード ペット 好き 手作り エゾ 鹿 肉 鮭 サーモン ささみ アキレス カンガルー 馬 ギフト 骨 ガム サプリ 歯磨き ジャーキー,610
2,B07FZ8S74R,,Fire TV Stick,3485
1,10000172,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:W30.ふわふわスモークサーモン15g",セレクトワン◆北海道産 犬 おやつ 無添加 国産 ドッグフード ペット 好き 手作り エゾ 鹿 肉 鮭 サーモン ささみ アキレス カンガルー 馬 ギフト 骨 ガム サプリ 歯磨き ジャーキー,610
1,10000059,"◆１:R02 エゾ鹿ミンチ30g
◆２:R02 エゾ鹿ミンチ30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちら◇からお選びください）:R02 エゾ鹿ミンチ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,611
1,10000059,"◆１:R02 エゾ鹿ミンチ30g
◆２:R02 エゾ鹿ミンチ30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちら◇からお選びください）:R02 エゾ鹿ミンチ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,611
1,10000059,"◆１:R02 エゾ鹿ミンチ30g
◆２:R02 エゾ鹿ミンチ30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちら◇からお選びください）:R02 エゾ鹿ミンチ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,611
1,10000059,"◆１:R11 鶏ささみスライス30g
◆２:R11 鶏ささみスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちら◇からお選びください）:R11 鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,612
1,10000059,"◆１:R11 鶏ささみスライス30g
◆２:R11 鶏ささみスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちら◇からお選びください）:R11 鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,612
1,10000059,"◆１:R11 鶏ささみスライス30g
◆２:R11 鶏ささみスライス30g
◆３:R11 鶏ささみスライス30g
◆４（※レトルトはこちら◇からお選びください）:R11 鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,612
1,B08F5Z3RK5,,Fire HD 8 Tablet,3485
1,10000058,"1つ目:C06.スティックサーモン(10g)
2つ目:C16.ふわふわスモークサーモン(5g)
3つ目:C17.スモークサーモンチップ10g
4つ目:C05.スライスサーモン(10g)
★メール便のため同梱不可です:了承済",ちび袋チョイス４◆北海道産 犬 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り エゾ鹿　鮭 ささみ 硬い 鹿肉 キャット ドッグフード ペット 猫 詰め合わせ プチ ギフト,613
1,10000058,"1つ目:C06.スティックサーモン(10g)
2つ目:C16.ふわふわスモークサーモン(5g)
3つ目:C17.スモークサーモンチップ10g
4つ目:C05.スライスサーモン(10g)
★メール便のため同梱不可です:了承済",ちび袋チョイス４◆北海道産 犬 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り エゾ鹿　鮭 ささみ 硬い 鹿肉 キャット ドッグフード ペット 猫 詰め合わせ プチ ギフト,613
1,10000058,"1つ目:C06.スティックサーモン(10g)
2つ目:C16.ふわふわスモークサーモン(5g)
3つ目:C17.スモークサーモンチップ10g
4つ目:C05.スライスサーモン(10g)
★メール便のため同梱不可です:了承済",ちび袋チョイス４◆北海道産 犬 おやつ 無添加 国産 犬猫のおやつシズカ sizuka エゾマルシェ ドッグフード ペット 好き 手作り エゾ鹿　鮭 ささみ 硬い 鹿肉 キャット ドッグフード ペット 猫 詰め合わせ プチ ギフト,613
1,10000059,"◆１:R08 ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちら◇からお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,614
1,10000059,"◆１:R08 ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R08 ひとくちサーモン30g
◆４（※レトルトはこちら◇からお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",レギュラーチョイス4◆北海道産 無添加 国産 犬 猫  おやつ オヤツ ジャーキー シニア ドッグフード ペット 好き エゾ鹿  鹿肉 鮭 サーモン ささみ チキン 馬肉 カンガルー クッキー 硬い ギフト プレゼント 馬 豚 耳,614
